name,calories,dietary,type,portion,image,prep_time,ingredients,instructions,protein,carbs,fat
Cheese Crisps,492,Keto,Lunch,1 serving,/static/images/CHEESECRIPS.jpg,51 min,"Low-carb ingredients, healthy fats, protein as needed","Preheat oven to 375°F (190°C).

Place small mounds of shredded cheese on parchment paper, flatten slightly.

Bake for 5-7 minutes or until golden and crisp.

Let cool completely before removing.

Serve as a crunchy snack.",13,4,28
Keto Pancakes,496,Keto,Dinner,1 serving,/static/images/Keto Pancakes.jpg,52 min,"Low-carb ingredients, healthy fats, protein as needed","Combine 1/2 cup almond flour, 2 eggs, 1/4 tsp baking powder, and 2 tbsp almond milk.

Heat non-stick pan and pour batter to make pancakes.

Cook each side 2-3 minutes till golden brown.

Serve with butter or sugar-free syrup.",14,5,29
Stuffed Peppers,500,Keto,Snacks,1 serving,/static/images/Stuffed Peppers.jpg,53 min,"Low-carb ingredients, healthy fats, protein as needed","Select 4 large bell peppers and cut off tops. Remove seeds and membranes.

Prepare filling: sauté 1 chopped onion, 1 chopped tomato, 1/2 cup cooked rice, 1/2 cup cooked minced meat or beans, salt, pepper, and spices of choice. Mix well.

Stuff the mixture into the hollowed peppers.

Place stuffed peppers in a baking dish.

Bake at 180°C (350°F) for 30-35 minutes until peppers are tender and slightly charred on edges.

Garnish with chopped coriander or parsley before serving.",15,6,30
Keto Soup,504,Keto,Breakfast,1 serving,/static/images/Keto Soup.jpg,54 min,"Low-carb ingredients, healthy fats, protein as needed","Cook mixed low-carb vegetables in chicken or vegetable broth till soft.

Blend to smooth consistency.

Season to taste and serve hot.",16,7,31
Lettuce Wraps,508,Keto,Lunch,1 serving,/static/images/Lettuce Wraps.jpg,55 min,"Low-carb ingredients, healthy fats, protein as needed","Use fresh large lettuce leaves as wrap base.

Fill with cooked chicken, tofu, or vegetable stir fry mixed with herbs and sauce.

Roll tightly and serve fresh.",17,8,32
Keto Cookies,512,Keto,Dinner,1 serving,/static/images/Keto Cookies.jpg,56 min,"Low-carb ingredients, healthy fats, protein as needed","Mix 2 cups almond flour, 1/2 cup unsalted butter (softened), 1/3 cup sweetener, and 1 egg.

Shape dough into small balls, flatten on baking sheet.

Bake at 175°C for 12-15 minutes till golden.

Cool before serving.",18,9,33
Meat Balls,516,Keto,Snacks,1 serving,/static/images/Meat Balls.jpg,57 min,"Low-carb ingredients, healthy fats, protein as needed","Mix 500g minced meat with 1 chopped onion, 2 cloves garlic (minced), salt, pepper, 1 egg, and chopped fresh coriander.

Shape mixture into small balls.

Heat oil and fry meatballs till browned and cooked through.

Alternatively, cook in a flavorful gravy and simmer.

Serve hot garnished with fresh herbs.",19,10,34
Keto Pizza,520,Keto,Breakfast,1 serving,static/images/Keto Pizza.jpg,18 min,"Low-carb ingredients, healthy fats, protein as needed","Mix 2 cups almond flour, 1 egg, 1 tbsp olive oil, 1/2 tsp baking powder, and salt.

Roll dough and bake crust at 180°C for 10-12 minutes.

Add keto-friendly toppings and cheese; bake another 10 minutes.

Serve hot.",20,3,15
Bacon Wrapped Asparagus,524,Keto,Lunch,1 serving,/static/images/baconwrappedasparagus.jpg,19 min,"Low-carb ingredients, healthy fats, protein as needed","Take 12 asparagus spears, trim ends.

Wrap each spear with 1 slice bacon.

Bake at 400°F (200°C) on a tray for 15-20 minutes until bacon is crispy.

Serve warm as appetizer.",21,4,16
Keto Bread,528,Keto,Dinner,1 serving,/static/images/Keto Bread.jpg,20 min,"Low-carb ingredients, healthy fats, protein as needed","Combine 2 cups almond flour, 4 eggs, 1 tsp baking powder, and 1/2 tsp salt in a bowl.

Mix well and pour into greased loaf pan.

Bake at 180°C for 30-35 minutes until golden and cooked through.

Cool before slicing.",22,5,17
Cheese Crisps,532,Keto,Snacks,1 serving,/static/images/CHEESECRIPS.jpg,21 min,"Low-carb ingredients, healthy fats, protein as needed","Preheat oven to 375°F (190°C).

Place small mounds of shredded cheese on parchment paper, flatten slightly.

Bake for 5-7 minutes or until golden and crisp.

Let cool completely before removing.

Serve as a crunchy snack.",23,6,18
Keto Pancakes,536,Keto,Breakfast,1 serving,/static/images/Keto Pancakes.jpg,22 min,"Low-carb ingredients, healthy fats, protein as needed","Combine 1/2 cup almond flour, 2 eggs, 1/4 tsp baking powder, and 2 tbsp almond milk.

Heat non-stick pan and pour batter to make pancakes.

Cook each side 2-3 minutes till golden brown.

Serve with butter or sugar-free syrup.",24,7,19
Stuffed Peppers,540,Keto,Lunch,1 serving,/static/images/Stuffed Peppers.jpg,23 min,"Low-carb ingredients, healthy fats, protein as needed","Select 4 large bell peppers and cut off tops. Remove seeds and membranes.

Prepare filling: sauté 1 chopped onion, 1 chopped tomato, 1/2 cup cooked rice, 1/2 cup cooked minced meat or beans, salt, pepper, and spices of choice. Mix well.

Stuff the mixture into the hollowed peppers.

Place stuffed peppers in a baking dish.

Bake at 180°C (350°F) for 30-35 minutes until peppers are tender and slightly charred on edges.

Garnish with chopped coriander or parsley before serving.",25,8,20
Keto Soup,544,Keto,Dinner,1 serving,/static/images/Keto Soup.jpg,24 min,"Low-carb ingredients, healthy fats, protein as needed","Cook mixed low-carb vegetables in chicken or vegetable broth till soft.

Blend to smooth consistency.

Season to taste and serve hot.",26,9,21
Lettuce Wraps,548,Keto,Snacks,1 serving,/static/images/Lettuce Wraps.jpg,25 min,"Low-carb ingredients, healthy fats, protein as needed","Use fresh large lettuce leaves as wrap base.

Fill with cooked chicken, tofu, or vegetable stir fry mixed with herbs and sauce.

Roll tightly and serve fresh.",27,10,22
Keto Cookies,552,Keto,Breakfast,1 serving,/static/images/Keto Cookies.jpg,26 min,"Low-carb ingredients, healthy fats, protein as needed","Mix 2 cups almond flour, 1/2 cup unsalted butter (softened), 1/3 cup sweetener, and 1 egg.

Shape dough into small balls, flatten on baking sheet.

Bake at 175°C for 12-15 minutes till golden.

Cool before serving.",28,3,23
Meat Balls,556,Keto,Lunch,1 serving,/static/images/Meat Balls.jpg,27 min,"Low-carb ingredients, healthy fats, protein as needed","Mix 500g minced meat with 1 chopped onion, 2 cloves garlic (minced), salt, pepper, 1 egg, and chopped fresh coriander.

Shape mixture into small balls.

Heat oil and fry meatballs till browned and cooked through.

Alternatively, cook in a flavorful gravy and simmer.

Serve hot garnished with fresh herbs.",29,4,24
Veg Biryani,350,Vegetarian,Lunch,1 plate,static/images/Keto Pizza.jpg,45 min,"Basmati rice (100g), Mixed vegetables (200g), Yogurt, Biryani masala, Fried onions, Mint, Saffron","2 cup basmati rice wash kar ke 30 mins ke liye bhigo dein.

2 tbsp ghee mein 1 bay leaf, 2 tej patta, 2 elaichi, 1 dalchini, 4 cloves daal kar bhuno.

1 chopped onion, 1 tbsp ginger-garlic paste add karein, translucent hone tak bhuno.

1/2 cup chopped mixed vegetables (gajar, phoolgobhi, matar), 1/2 tsp turmeric, 1 tsp garam masala, salt.

1/4 cup yogurt dalein; mix karen.

1.5 cup paani dalein, rice add karein, aur 70% pakne tak cook karen.

Rice ko layers mein rakhkar dum pe rakh dein 20 mins ke liye.

Garama garam serve karein.",8,58,10
Chicken Biryani,480,Non-Vegetarian,Lunch,1 plate,/static/images/baconwrappedasparagus.jpg,55 min,"Chicken (200g), Basmati rice (100g), Yogurt, Biryani masala, Fried onions, Mint, Saffron","Marinate 500g chicken with 1 cup yogurt, 1 tbsp ginger-garlic paste, 1 tsp turmeric, 1 tsp red chili powder, 1 tbsp garam masala, and salt. Keep for 1 hour.

Parboil 2 cups basmati rice till 70% cooked.

In heavy pan, sauté onions in oil till golden brown; add marinated chicken and cook till tender.

Layer cooked rice over chicken, add saffron soaked in warm milk and 2 tbsp ghee.

Cover tightly and cook on low heat (dum) for 25-30 minutes.

Garnish with fried onions and chopped coriander. Serve hot with raita.",24,62,18
Mutton Biryani,550,Non-Vegetarian,Lunch,1 plate,/static/images/Keto Bread.jpg,70 min,"Mutton (200g), Basmati rice (100g), Yogurt, Biryani masala, Fried onions, Mint, Saffron","Marinate 500g mutton with 1 cup yogurt, 1 tbsp ginger-garlic paste, 1 tsp turmeric, 1 tsp red chili powder, 1 tbsp garam masala, and salt; marinate 1-2 hours.

Parboil 2 cups basmati rice to 70% done.

Cook marinated mutton till tender.

In a heavy pot, layer rice and mutton alternately; add saffron milk and ghee on top.

Cover tightly and cook on low heat (dum) for 30-40 minutes.

Serve hot with raita.",26,60,22
Jeera Rice,280,Vegetarian,Lunch,1 plate,/static/images/CHEESECRIPS.jpg,25 min,"Basmati rice (100g), Cumin seeds, Ghee, Salt, Water","1. Heat ghee, add cumin seeds. 2. Add rice, saute briefly. 3. Add water, cook till done. Serve hot with dal or curry.",5,52,6
Lemon Rice,300,Vegan,Lunch,1 plate,/static/images/Keto Pancakes.jpg,20 min,"Rice (100g), Lemon juice, Turmeric, Mustard seeds, Curry leaves, Peanuts, Oil","1. Cook rice, cool. 2. Temper mustard seeds, curry leaves, turmeric. 3. Mix with rice, lemon juice, peanuts. Serve at room temperature.",6,54,8
Curd Rice,250,Vegetarian,Lunch,1 bowl,/static/images/Stuffed Peppers.jpg,15 min,"Rice (100g), Curd/Yogurt (150ml), Cucumber, Carrot, Mustard seeds, Curry leaves, Green chili","1. Cook rice, mash slightly. 2. Mix with curd. 3. Temper mustard, curry leaves. 4. Add chopped vegetables. Serve chilled.",7,45,5
Tamarind Rice,320,Vegan,Lunch,1 plate,/static/images/Keto Soup.jpg,30 min,"Rice (100g), Tamarind paste, Jaggery, Peanuts, Sesame seeds, Turmeric, Red chili, Curry leaves","1. Cook rice. 2. Prepare tamarind-jaggery paste. 3. Temper spices, peanuts. 4. Mix all, serve.",6,58,8
Fresh Fruit Salad,120,Vegan,Snacks,1 bowl,/static/images/Lettuce Wraps.jpg,10 min,"Apple, Banana, Orange, Grapes, Pomegranate, Chaat masala, Lemon juice",1. Chop all fruits. 2. Mix with chaat masala and lemon juice. 3. Serve chilled.,2,28,1
Fruit Custard,180,Vegetarian,Snacks,1 bowl,/static/images/Keto Cookies.jpg,20 min,"Milk (200ml), Custard powder (2 tbsp), Sugar, Mixed fruits (apple, banana, grapes), Nuts",1. Prepare custard with milk and custard powder. 2. Cool completely. 3. Add chopped fruits and nuts. Serve chilled.,5,32,4
Fruit Chaat,140,Vegan,Snacks,1 bowl,/static/images/Meat Balls.jpg,10 min,"Apple, Banana, Orange, Peanuts, Chaat masala, Lemon juice, Black salt","1. Chop fruits. 2. Mix with peanuts, chaat masala, lemon juice, black salt. Serve fresh.",3,28,4
Veg Pasta in White Sauce,380,Vegetarian,Dinner,1 plate,/static/images/Veg Pasta in White Sauce.jpg,35 min,"Pasta (100g), Milk (150ml), Butter, Flour, Mixed vegetables, Garlic, Cheese, Italian herbs","1. Boil pasta. 2. Prepare white sauce with butter, flour, milk. 3. Saute vegetables. 4. Mix pasta, sauce, vegetables. Top with cheese.",12,55,14
Red Sauce Pasta,360,Vegetarian,Dinner,1 plate,/static/images/Red Sauce Pasta.jpg,30 min,"Pasta (100g), Tomatoes (200g), Garlic, Basil, Olive oil, Italian herbs, Parmesan","1. Boil pasta. 2. Prepare tomato sauce with garlic, basil, herbs. 3. Toss pasta in sauce. Top with parmesan.",10,58,10
Vegan Pasta Primavera,320,Vegan,Dinner,1 plate,/static/images/Vegan Pasta Primavera.jpg,30 min,"Pasta (100g), Broccoli, Bell peppers, Zucchini, Garlic, Olive oil, Herbs","Cook 150g pasta till al dente; set aside.

Stir fry mixed veggies (bell peppers, zucchini, carrots) in 2 tbsp olive oil.

Add cooked pasta, 1/4 cup tomato sauce, basil, oregano.

Mix well; cook 2 mins.

Serve hot with vegan cheese topping.

",9,54,8
Dahi Vada,180,Vegetarian,Snacks,2 pieces,/static/images/Dahi Vada.jpg,40 min,"Urad dal (50g), Curd (200ml), Tamarind chutney, Green chutney, Cumin powder, Red chili","Soak 1 cup urad dal overnight and grind to smooth batter.

Deep fry spoonfuls of batter till golden brown.

Soak fried vadas in warm water for 10 mins, then squeeze gently.

Dip in seasoned beaten yogurt.

Garnish with tamarind chutney, green chutney, roasted cumin powder, and red chili powder.",8,24,6
Raita (Mixed),80,Vegetarian,Snacks,1 bowl,/static/images/Raita (Mixed).jpg,10 min,"Curd (150ml), Cucumber, Tomato, Onion, Cumin powder, Salt, Coriander","1. Whisk curd. 2. Add chopped vegetables. 3. Season with cumin, salt. Garnish with coriander.",4,8,3
Boondi Raita,100,Vegetarian,Snacks,1 bowl,/static/images/boondiraita.jpg,10 min,"Curd (150ml), Boondi (30g), Cumin powder, Red chili, Salt, Coriander","Take 1 cup plain yogurt and whisk it until smooth.

Add salt to taste and 1/2 tsp roasted cumin powder. Mix well.

Soak 1/2 cup boondi (fried chickpea flour droplets) in warm water for 5 minutes, then drain excess water.

Add the soaked boondi to the yogurt mixture and stir gently.

Garnish with chopped fresh coriander leaves and a pinch of red chili powder if desired.

Serve chilled as a side dish with meals.",5,12,3
Sabudana Khichdi,320,Vegan,Breakfast,1 bowl,/static/images/Sabudana Khichdi.jpg,25 min,"Sabudana (100g), Peanuts, Potato, Cumin seeds, Green chili, Curry leaves, Lemon juice","1. Soak sabudana 4-5 hours. 2. Roast peanuts. 3. Temper cumin, add potato, sabudana. 4. Add peanuts, lemon juice. Serve hot.",6,58,10
Sabudana Vada,250,Vegetarian,Snacks,3 pieces,/static/images/Sabudana Vada.jpg,30 min,"Sabudana (100g), Potato (1), Peanuts, Green chili, Coriander, Cumin seeds, Salt","1. Soak sabudana. 2. Mix with mashed potato, peanuts, spices. 3. Shape into vadas, deep fry. Serve with chutney.",5,38,12
Ragi Dosa,180,Vegan,Breakfast,2 dosas,/static/images/Ragi Dosa.jpg,30 min,"Ragi flour (100g), Rice flour (50g), Onion, Green chili, Cumin seeds, Salt","1. Mix flours with water to make batter. 2. Add onion, chili, cumin. 3. Spread on tawa, cook both sides. Serve with chutney.",6,32,4
Ragi Porridge,160,Vegan,Breakfast,1 bowl,/static/images/Ragi Porridge.jpg,20 min,"Ragi flour (50g), Water/Milk, Jaggery, Cardamom","1. Mix ragi flour with water/milk. 2. Cook on low heat, stirring. 3. Add jaggery, cardamom. Serve warm.",4,28,3
Chakli (Murukku),220,Vegetarian,Snacks,5 pieces,/static/images/chakkalimuruku.jpg,40 min,"Rice flour (100g), Besan (50g), Sesame seeds, Cumin, Butter, Salt, Oil for frying","Mix 1 cup rice flour, 1/2 cup gram flour, 1 tsp sesame seeds, 1/2 tsp asafoetida, 1 tsp red chili powder, and salt to taste.

Add 2 tbsp hot oil and mix well.

Slowly add warm water to make a soft dough.

Use chakli maker to shape spirals on a wax paper or directly into hot oil.

Deep fry in hot oil till golden brown and crispy. Drain excess oil and cool before serving.",5,28,12
Mathri,240,Vegetarian,Snacks,4 pieces,/static/images/Mathri.jpg,35 min,"Wheat flour (100g), Ajwain, Kalonji, Ghee, Salt, Oil for frying","Mix 2 cups wheat flour, 1/2 cup semolina, 1 tsp ajwain, and salt to taste.

Add water little by little to form stiff dough.

Roll dough thin and cut into small shapes or diamonds.

Deep fry in hot oil till golden and crisp.

Cool completely before serving.",6,32,12
Sev (Besan),200,Vegan,Snacks,50g,/static/images/Sev (Besan).jpg,30 min,"Besan (100g), Turmeric, Red chili, Ajwain, Salt, Oil for frying","1. Make batter with besan, spices, water. 2. Use sev maker to fry. 3. Cool and store in airtight container.",8,24,10
Oats Biscuits,150,Vegetarian,Snacks,4 biscuits,/static/images/Oats Biscuits.jpg,30 min,"Oats (100g), Wheat flour (50g), Butter, Sugar, Baking powder","1. Mix oats, flour, butter, sugar, baking powder. 2. Shape into biscuits. 3. Bake at 180Â°C for 15-20 mins.",5,22,6
Masala Chai,80,Vegetarian,Snacks,1 cup,/static/images/Masala Chai.jpg,10 min,"Tea leaves, Milk (100ml), Water, Sugar, Ginger, Cardamom, Cloves","1. Boil water with tea, ginger, cardamom, cloves. 2. Add milk, sugar. 3. Strain and serve hot.",3,12,2
Filter Coffee,60,Vegetarian,Snacks,1 cup,/static/images/Filter Coffee.jpg,15 min,"Coffee powder, Milk (100ml), Sugar, Water","1. Brew coffee in filter. 2. Mix decoction with hot milk, sugar. 3. Serve hot or cold.",3,10,2
Turmeric Milk (Haldi Doodh),120,Vegetarian,Snacks,1 glass,/static/images/Turmeric Milk (Haldi Doodh).jpg,10 min,"Milk (200ml), Turmeric powder, Black pepper, Honey/Sugar","1. Heat milk with turmeric, pepper. 2. Add honey/sugar. 3. Serve warm before bed.",6,16,5
